Census_OSArchitecture,Census_OSBranch,Census_OSBuildNumber,Census_OSBuildRevision,Census_OSEdition,Census_OSSkuName,Census_OSInstallTypeName,Census_OSInstallLanguageIdentifier,Census_OSUILocaleIdentifier,Census_OSWUAutoUpdateOptionsName,Census_IsPortableOperatingSystem,Census_GenuineStateName,Census_ActivationChannel,Census_IsFlightingInternal,Census_IsFlightsDisabled,Census_FlightRing,Census_ThresholdOptIn,Census_FirmwareManufacturerIdentifier,Census_FirmwareVersionIdentifier,Census_IsSecureBootEnabled,Census_IsWIMBootEnabled,Census_IsVirtualDevice,Census_IsTouchEnabled,Census_IsPenCapable,Census_IsAlwaysOnAlwaysConnectedCapable,Wdft_IsGamer,Wdft_RegionIdentifier,HasDetections
amd64,th1_st1,10240,17443,Core,CORE,Reset,26,119,UNKNOWN,0,IS_GENUINE,OEM:DM,0,0,NOT_SET,0,556,63269,1,0,0,0,0,0,1,10,0
amd64,rs4_release,17134,228,Core,CORE,UUPUpgrade,8,31,FullAuto,0,IS_GENUINE,OEM:DM,,0,Retail,,554,33137,1,,0,1,0,0,0,13,0
x86,rs2_release,15063,608,Professional,PROFESSIONAL,Upgrade,9,34,Notify,0,IS_GENUINE,Retail,0,0,Retail,0,803,18726,0,0,0,0,0,0,0,10,1
amd64,th2_release_sec,10586,839,CoreCountrySpecific,CORE_COUNTRYSPECIFIC,Other,37,158,Notify,0,IS_GENUINE,OEM:DM,,0,Retail,0,628,28482,1,0,0,0,0,0,0,7,1
amd64,rs4_release,17134,228,Core,CORE,Refresh,8,31,FullAuto,0,IS_GENUINE,OEM:DM,,0,Retail,,628,50422,1,,0,0,0,0,1,11,0
amd64,th2_release,10586,318,Core,CORE,Update,29,125,FullAuto,0,IS_GENUINE,Retail,,,Retail,,628,14117,0,,0,0,0,0,0,3,0
amd64,rs3_release_svc_escrow,16299,431,CoreSingleLanguage,CORE_SINGLELANGUAGE,Upgrade,8,31,Notify,0,IS_GENUINE,OEM:DM,,0,Retail,0,554,33095,0,0,0,0,0,0,1,1,1
amd64,rs3_release_svc_escrow,16299,431,Core,CORE,Upgrade,39,160,UNKNOWN,0,IS_GENUINE,OEM:DM,,0,Retail,0,628,27262,1,0,0,0,0,0,0,7,0
amd64,rs4_release,17134,285,Professional,PROFESSIONAL,Update,8,31,FullAuto,0,IS_GENUINE,Retail,0,0,Retail,0,,,0,0,0,0,0,0,0,3,0
amd64,rs4_release,17134,228,CoreSingleLanguage,CORE_SINGLELANGUAGE,Upgrade,10,35,FullAuto,0,IS_GENUINE,OEM:DM,,0,Retail,,554,33000,1,,0,0,0,0,0,10,0
amd64,rs4_release,17134,112,Core,CORE,UUPUpgrade,18,72,Notify,0,IS_GENUINE,Retail,0,0,Retail,0,554,33130,1,0,0,0,0,0,1,15,0
amd64,rs2_release,15063,1088,Professional,PROFESSIONAL,Other,20,83,Notify,0,IS_GENUINE,OEM:DM,,0,Retail,,831,37919,1,,0,0,0,0,1,1,0
amd64,rs4_release,17134,285,Professional,PROFESSIONAL,UUPUpgrade,8,31,FullAuto,0,IS_GENUINE,Retail,,0,Retail,0,93,17552,0,0,0,0,0,0,1,11,1
amd64,rs3_release_svc_escrow,16299,431,Core,CORE,IBSClean,18,72,UNKNOWN,0,IS_GENUINE,Retail,,0,Retail,,554,33066,1,,0,0,0,0,0,15,0
x86,rs3_release,16299,579,Core,CORE,Update,8,31,FullAuto,0,IS_GENUINE,Retail,,0,Retail,0,355,19970,0,0,0,0,0,0,0,1,1
amd64,rs4_release,17134,191,Professional,PROFESSIONAL,IBSClean,8,31,FullAuto,0,IS_GENUINE,Retail,,0,Retail,,355,21081,1,,0,0,0,0,1,3,1
amd64,rs4_release,17134,191,Core,CORE,UUPUpgrade,9,34,FullAuto,0,IS_GENUINE,OEM:DM,,0,Unknown,,142,62466,1,,0,0,0,1,0,15,0
amd64,th1_st1,10240,17443,Enterprise,ENTERPRISE,IBSClean,37,158,UNKNOWN,0,INVALID_LICENSE,Volume:GVLK,0,0,NOT_SET,0,,,0,0,1,0,0,0,0,7,0
amd64,rs3_release,16299,309,Professional,PROFESSIONAL,UUPUpgrade,8,31,Notify,0,IS_GENUINE,Retail,,0,Retail,0,556,63175,1,0,0,0,0,0,0,1,1
amd64,rs3_release,16299,309,Core,CORE,Update,18,72,Notify,0,IS_GENUINE,Retail,,0,Retail,,556,63140,0,,0,0,0,0,0,15,0
amd64,rs3_release_svc_escrow,16299,611,CoreSingleLanguage,CORE_SINGLELANGUAGE,Other,32,136,UNKNOWN,0,IS_GENUINE,OEM:DM,,0,Retail,,628,8856,1,,0,0,0,0,0,3,1
amd64,rs4_release,17134,228,Core,CORE,IBSClean,9,34,UNKNOWN,0,IS_GENUINE,Retail,0,0,Unknown,0,512,7371,0,0,0,0,0,0,,,1
amd64,rs3_release_svc_escrow,16299,431,CoreSingleLanguage,CORE_SINGLELANGUAGE,UUPUpgrade,9,34,UNKNOWN,0,IS_GENUINE,OEM:DM,,0,Retail,,554,33000,1,,0,0,0,0,1,10,1
x86,th1,10240,17443,Core,CORE,Update,5,26,FullAuto,0,IS_GENUINE,Retail,,0,Retail,0,513,63041,1,0,0,1,0,1,0,6,0
amd64,rs3_release_svc_escrow,16299,611,Core,CORE,Upgrade,24,109,FullAuto,0,IS_GENUINE,Retail,,0,Retail,,142,70883,1,,0,0,0,0,0,15,1
amd64,rs3_release_svc_escrow,16299,547,CoreSingleLanguage,CORE_SINGLELANGUAGE,UUPUpgrade,8,31,AutoInstallAndRebootAtMaintenanceTime,0,IS_GENUINE,OEM:DM,,0,Retail,,556,63515,1,,0,0,0,0,0,1,1
amd64,rs4_release,17134,167,Core,CORE,Reset,8,31,FullAuto,0,IS_GENUINE,Retail,,0,Retail,,142,63269,0,,0,0,0,0,1,13,1
amd64,rs1_release,14393,2189,Core,CORE,Update,33,140,Notify,0,IS_GENUINE,OEM:DM,,0,Retail,0,142,31848,1,0,0,0,0,0,0,15,0
amd64,rs3_release_svc_escrow,16299,547,CoreSingleLanguage,CORE_SINGLELANGUAGE,Update,9,34,AutoInstallAndRebootAtMaintenanceTime,0,IS_GENUINE,OEM:DM,,0,Retail,,644,8919,1,,0,0,0,0,0,10,0
x86,rs2_release,15063,850,Professional,PROFESSIONAL,Upgrade,29,125,Notify,0,IS_GENUINE,Retail,0,0,Retail,0,168,35257,0,0,0,0,0,0,0,3,0
amd64,rs4_release,17134,285,Core,CORE,UUPUpgrade,18,72,FullAuto,0,IS_GENUINE,Retail,0,0,Retail,0,142,48424,1,0,0,0,0,0,1,15,1
amd64,rs3_release,16299,19,CoreSingleLanguage,CORE_SINGLELANGUAGE,Other,10,35,UNKNOWN,0,IS_GENUINE,OEM:DM,,0,Retail,,142,33129,1,,0,1,1,1,,,0
amd64,rs3_release,16299,125,CoreSingleLanguage,CORE_SINGLELANGUAGE,Upgrade,10,35,Notify,0,IS_GENUINE,OEM:DM,,0,Retail,0,93,19801,1,0,0,0,0,0,0,10,0
amd64,th2_release,10586,122,Core,CORE,Update,8,31,FullAuto,0,IS_GENUINE,Retail,,,NOT_SET,0,142,69492,1,0,0,0,0,0,0,7,0
amd64,th2_release_sec,10586,1176,Core,CORE,IBSClean,29,125,UNKNOWN,0,OFFLINE,Retail,0,0,Retail,0,556,63175,1,0,0,0,0,0,0,3,1
amd64,rs1_release,14393,1480,Core,CORE,Update,8,31,FullAuto,0,IS_GENUINE,Retail,,0,Retail,0,554,33157,1,0,0,0,0,0,0,4,1
amd64,rs3_release_svc_escrow,16299,611,Core,CORE,Upgrade,39,160,AutoInstallAndRebootAtMaintenanceTime,0,IS_GENUINE,OEM:DM,,0,Retail,,142,52011,1,,0,0,0,0,0,7,0
amd64,rs2_release,15063,1029,Professional,PROFESSIONAL,Upgrade,5,26,FullAuto,0,IS_GENUINE,Retail,,0,Retail,,142,2788,0,,0,0,0,0,1,6,1
amd64,rs3_release,16299,371,CoreSingleLanguage,CORE_SINGLELANGUAGE,UUPUpgrade,8,31,Notify,0,IS_GENUINE,OEM:DM,,0,Retail,0,628,50145,1,0,0,0,0,0,0,1,1
amd64,rs2_release,15063,1155,CoreSingleLanguage,CORE_SINGLELANGUAGE,Other,10,35,Notify,0,IS_GENUINE,OEM:DM,,0,Retail,,554,33129,1,,0,0,0,0,0,10,0
amd64,rs4_release,17134,165,Core,CORE,Update,7,30,FullAuto,0,IS_GENUINE,OEM:DM,,0,Retail,0,142,69825,1,0,0,0,0,0,0,3,1
amd64,rs4_release,17134,165,CoreSingleLanguage,CORE_SINGLELANGUAGE,Refresh,26,119,FullAuto,0,IS_GENUINE,OEM:DM,,0,Retail,,556,63122,1,,0,0,0,0,1,10,1
amd64,rs1_release,14393,2189,Professional,PROFESSIONAL,Update,39,160,Notify,0,IS_GENUINE,Retail,,0,Retail,0,556,63458,0,0,0,0,0,0,0,7,1
amd64,rs4_release,17134,228,Core,CORE,UUPUpgrade,8,31,FullAuto,0,IS_GENUINE,OEM:DM,,0,Unknown,,677,9783,1,,0,1,1,1,0,7,0
x86,rs3_release,16299,431,ProfessionalEducation,PROFESSIONAL,Update,35,148,Notify,0,IS_GENUINE,Retail,,0,Retail,0,302,3355,0,0,0,1,0,1,0,11,0
amd64,rs2_release,15063,332,CoreSingleLanguage,CORE_SINGLELANGUAGE,Other,9,34,UNKNOWN,0,IS_GENUINE,OEM:DM,,0,Retail,,355,9321,1,,0,0,0,0,0,10,1
amd64,rs4_release,17134,1,CoreSingleLanguage,CORE_SINGLELANGUAGE,Upgrade,26,119,Notify,0,IS_GENUINE,OEM:DM,,0,Retail,,142,51952,1,,0,0,0,0,0,10,1
x86,rs1_release,14393,693,Core,CORE,Update,26,119,FullAuto,0,IS_GENUINE,Retail,,0,Retail,0,520,2157,0,0,0,0,0,0,0,10,0
amd64,rs4_release,17134,285,Core,CORE,UUPUpgrade,9,34,FullAuto,0,IS_GENUINE,OEM:DM,,0,Retail,,628,12303,1,,0,0,0,0,0,15,0
amd64,rs4_release,17134,285,Core,CORE,IBSClean,3,20,UNKNOWN,0,IS_GENUINE,Retail,,0,Retail,,628,32646,1,,0,0,0,0,,,0
amd64,rs3_release,16299,15,Professional,PROFESSIONAL,IBSClean,8,31,UNKNOWN,0,IS_GENUINE,OEM:DM,,0,Retail,,355,7252,0,,0,0,0,0,0,8,1
amd64,rs4_release,17134,286,Core,CORE,IBSClean,8,31,FullAuto,0,INVALID_LICENSE,Retail,,0,Retail,,,,0,,1,0,0,0,0,1,0
amd64,rs4_release,17134,285,Professional,PROFESSIONAL,Refresh,35,148,FullAuto,0,INVALID_LICENSE,Retail,,0,Retail,,142,70004,0,,0,0,0,0,0,11,1
amd64,rs4_release,17134,81,Core,CORE,IBSClean,8,31,UNKNOWN,0,IS_GENUINE,Retail,,0,Retail,,500,33133,0,,0,0,0,0,0,3,1
amd64,rs2_release,15063,447,CoreSingleLanguage,CORE_SINGLELANGUAGE,Other,26,119,Notify,0,IS_GENUINE,OEM:DM,,0,Retail,,142,6728,1,,0,0,0,1,1,10,1
amd64,rs4_release,17134,285,Professional,PROFESSIONAL,IBSClean,8,31,FullAuto,0,IS_GENUINE,Volume:MAK,,0,Retail,,142,35595,0,,0,0,0,0,1,1,0
amd64,rs3_release,16299,192,CoreSingleLanguage,CORE_SINGLELANGUAGE,UUPUpgrade,29,125,UNKNOWN,0,INVALID_LICENSE,OEM:DM,,0,Retail,0,556,63009,1,0,0,0,0,0,1,3,1
amd64,rs2_release,15063,786,Core,CORE,Upgrade,8,31,Notify,0,IS_GENUINE,OEM:DM,,0,Retail,,554,33054,1,,0,0,0,0,0,2,0
amd64,rs4_release,17134,228,CoreSingleLanguage,CORE_SINGLELANGUAGE,IBSClean,29,125,UNKNOWN,0,IS_GENUINE,Retail,,0,Retail,,554,33111,0,,0,0,0,0,,,0
amd64,rs4_release,17134,228,CoreSingleLanguage,CORE_SINGLELANGUAGE,UUPUpgrade,8,31,FullAuto,0,IS_GENUINE,Retail,,0,Retail,0,554,33129,1,0,0,1,0,0,0,1,1
amd64,rs1_release,14393,2189,CoreSingleLanguage,CORE_SINGLELANGUAGE,Update,7,30,FullAuto,0,IS_GENUINE,Retail,0,0,Retail,0,554,33060,1,0,0,0,0,0,0,11,1
amd64,rs4_release,17134,228,Core,CORE,UUPUpgrade,8,31,FullAuto,0,IS_GENUINE,OEM:DM,,0,Retail,,628,13185,1,,0,0,0,0,0,10,1
amd64,rs4_release,17134,165,Professional,PROFESSIONAL,UUPUpgrade,8,31,FullAuto,0,IS_GENUINE,Retail,,0,Retail,,628,40071,0,,0,0,0,0,0,13,1
amd64,rs1_release,14393,953,Core,CORE,Update,19,74,FullAuto,0,IS_GENUINE,Retail,,0,Retail,0,444,67744,1,0,0,0,0,0,0,9,0
amd64,rs4_release,17134,81,Professional,PROFESSIONAL,UUPUpgrade,8,31,UNKNOWN,0,IS_GENUINE,Retail,,0,Unknown,,355,19973,0,,0,0,0,0,0,3,0
amd64,rs4_release,17134,191,Professional,PROFESSIONAL,Update,8,31,FullAuto,0,IS_GENUINE,Retail,0,0,Retail,0,355,19973,0,0,0,0,0,0,0,1,1
x86,rs4_release,17134,228,CoreSingleLanguage,CORE_SINGLELANGUAGE,UUPUpgrade,8,31,FullAuto,0,IS_GENUINE,OEM:DM,,0,Retail,0,628,31701,1,0,0,0,0,1,0,1,1
amd64,rs4_release,17134,165,Professional,PROFESSIONAL,Update,8,31,FullAuto,0,IS_GENUINE,OEM:DM,,0,Retail,,628,10578,1,,0,0,0,0,1,1,1
amd64,rs4_release,17134,191,Core,CORE,Refresh,8,31,FullAuto,0,IS_GENUINE,OEM:DM,,0,Retail,,355,7116,1,,0,1,0,0,1,8,1
x86,rs3_release,16299,431,Professional,PROFESSIONAL,Upgrade,29,125,Notify,0,IS_GENUINE,Retail,,0,Retail,0,142,3557,0,0,0,0,0,0,0,3,1
amd64,rs1_release,14393,970,Professional,PROFESSIONAL,IBSClean,8,31,UNKNOWN,0,IS_GENUINE,Volume:GVLK,,0,Retail,,142,60720,1,,0,1,1,0,0,1,0
amd64,rs3_release,16299,192,Core,CORE,UUPUpgrade,14,49,Notify,0,IS_GENUINE,OEM:DM,,0,Retail,,142,29891,1,,0,0,0,0,0,5,1
amd64,rs4_release,17134,228,ProfessionalEducation,PROFESSIONAL,UUPUpgrade,7,30,FullAuto,0,IS_GENUINE,Retail,,0,Retail,,554,33070,1,,0,1,0,0,0,3,0
amd64,rs3_release_svc_escrow,16299,492,Core,CORE,Update,5,26,Notify,0,IS_GENUINE,OEM:DM,,0,Retail,,628,8801,0,,0,1,0,1,0,15,0
amd64,rs2_release,15063,608,Professional,PROFESSIONAL,Other,18,72,Notify,0,UNKNOWN,OEM:DM,,0,Unknown,,486,51364,1,,0,0,0,0,0,15,0
amd64,rs1_release,14393,2007,Core,CORE,Refresh,7,30,Notify,0,IS_GENUINE,OEM:DM,,0,Retail,,142,31642,1,,0,0,0,0,0,12,1
x86,th1,10240,17443,Core,CORE,Update,19,74,FullAuto,0,IS_GENUINE,Retail,0,0,Retail,0,897,67825,0,0,0,0,0,0,0,9,0
amd64,rs4_release,17134,165,Professional,PROFESSIONAL,Update,9,34,FullAuto,0,INVALID_LICENSE,Retail,0,0,Retail,0,142,52663,0,0,0,0,0,0,0,10,1
amd64,rs1_release,14393,0,Professional,PROFESSIONAL,IBSClean,8,31,UNKNOWN,0,IS_GENUINE,Volume:GVLK,,0,Retail,,554,33032,0,,0,0,0,0,1,1,1
amd64,rs4_release,17134,112,Core,CORE,UUPUpgrade,5,26,Notify,0,IS_GENUINE,OEM:DM,,0,Retail,0,554,33103,1,0,0,0,0,0,0,15,1
amd64,th2_release_sec,10586,1176,Professional,PROFESSIONAL,IBSClean,29,125,UNKNOWN,0,INVALID_LICENSE,Retail,0,0,Retail,0,628,12687,0,0,0,0,0,0,0,3,0
x86,rs4_release,17134,228,Core,CORE,UUPUpgrade,29,125,FullAuto,0,IS_GENUINE,Retail,,0,Retail,0,142,7672,0,0,0,0,0,0,0,3,0
amd64,th2_release_sec,10586,1176,CoreCountrySpecific,CORE_COUNTRYSPECIFIC,Other,37,158,UNKNOWN,0,IS_GENUINE,OEM:DM,,0,Retail,0,355,7255,1,0,0,0,0,0,0,7,1
amd64,th1_st1,10240,17443,Professional,PROFESSIONAL,IBSClean,8,31,UNKNOWN,0,IS_GENUINE,Volume:GVLK,,0,NOT_SET,0,554,33105,0,0,0,0,0,0,1,1,0
amd64,rs3_release_svc_escrow,16299,431,CoreSingleLanguage,CORE_SINGLELANGUAGE,UUPUpgrade,8,31,UNKNOWN,0,IS_GENUINE,OEM:DM,0,0,Retail,0,556,63317,1,0,0,0,0,0,0,1,0
amd64,rs3_release,16299,125,CoreSingleLanguage,CORE_SINGLELANGUAGE,Update,7,30,Notify,0,IS_GENUINE,Retail,,0,Retail,,554,33086,1,,0,0,0,0,0,11,0
amd64,th1,10240,16942,CoreSingleLanguage,CORE_SINGLELANGUAGE,IBSClean,9,34,UNKNOWN,0,OFFLINE,Volume:GVLK,0,0,NOT_SET,0,142,9566,0,0,0,0,0,0,1,10,1
amd64,rs3_release_svc_escrow,16299,547,Professional,PROFESSIONAL,UUPUpgrade,29,125,AutoInstallAndRebootAtMaintenanceTime,0,IS_GENUINE,Retail,0,0,Retail,0,105,3348,0,0,0,0,0,0,0,3,0
amd64,rs4_release,17134,191,Professional,PROFESSIONAL,IBSClean,8,31,FullAuto,0,IS_GENUINE,Retail,,0,Retail,,355,9321,1,,0,0,0,0,0,11,1
amd64,rs2_release,15063,1266,CoreSingleLanguage,CORE_SINGLELANGUAGE,Other,9,34,Notify,0,IS_GENUINE,OEM:DM,,0,Retail,,142,69873,1,,0,0,0,0,1,10,1
amd64,th1_st1,10240,17443,Professional,PROFESSIONAL,IBSClean,8,31,UNKNOWN,0,INVALID_LICENSE,Volume:GVLK,,0,NOT_SET,,500,15397,0,,0,0,0,0,1,1,1
amd64,rs1_release,14393,1715,Core,CORE,Update,8,31,Notify,0,IS_GENUINE,OEM:DM,,0,Retail,0,554,33041,1,0,0,1,0,0,0,10,1
amd64,rs4_release,17134,112,Core,CORE,UUPUpgrade,9,34,Notify,0,IS_GENUINE,Retail,,0,Retail,0,554,33115,1,0,0,1,0,0,0,10,1
amd64,rs3_release,16299,15,Professional,PROFESSIONAL,Update,8,31,UNKNOWN,0,IS_GENUINE,Retail,,0,Retail,,500,14489,0,,0,0,0,0,0,11,1
amd64,rs1_release,14393,5,CoreSingleLanguage,CORE_SINGLELANGUAGE,Other,9,34,UNKNOWN,0,IS_GENUINE,OEM:DM,,0,Retail,,556,63103,1,,0,0,0,0,0,10,1
amd64,rs3_release,16299,309,Professional,PROFESSIONAL,UUPUpgrade,14,49,FullAuto,0,IS_GENUINE,Retail,,0,Retail,,500,40951,0,,0,0,0,0,1,15,1
amd64,rs4_release,17134,228,Professional,PROFESSIONAL,Upgrade,29,125,FullAuto,0,IS_GENUINE,Retail,,0,Retail,,803,63540,0,,0,0,0,0,0,3,1
x86,th2_release,10586,494,Professional,PROFESSIONAL,Update,19,74,FullAuto,0,OFFLINE,Retail,,0,Retail,,897,67871,0,,0,0,0,0,0,9,1
amd64,rs1_release,14393,2189,CoreSingleLanguage,CORE_SINGLELANGUAGE,Update,9,34,UNKNOWN,0,IS_GENUINE,OEM:DM,,0,Retail,0,556,63155,1,0,0,0,0,0,0,10,1
amd64,rs1_release,14393,1198,CoreSingleLanguage,CORE_SINGLELANGUAGE,Update,8,31,Notify,0,IS_GENUINE,Retail,0,0,Retail,0,554,33115,1,0,0,0,0,0,0,8,0
amd64,rs1_release,14393,0,CoreCountrySpecific,CORE_COUNTRYSPECIFIC,Reset,37,158,UNKNOWN,0,IS_GENUINE,OEM:DM,,0,Retail,,628,26074,1,,0,1,0,0,0,7,0
amd64,th1_st1,10240,17443,Professional,PROFESSIONAL,IBSClean,7,30,UNKNOWN,0,IS_GENUINE,Volume:GVLK,0,0,NOT_SET,0,142,3941,0,0,0,0,0,0,0,11,1
x86,rs3_release,16299,431,Professional,PROFESSIONAL,Update,19,74,Notify,0,IS_GENUINE,Retail,,0,Retail,,142,22168,0,,0,0,0,0,0,9,0
amd64,rs4_release,17134,137,Core,CORE,UUPUpgrade,9,34,Notify,0,IS_GENUINE,Retail,,0,Retail,0,628,18742,1,0,0,1,0,0,0,10,1
amd64,rs4_release,17134,285,Core,CORE,Update,8,31,FullAuto,0,IS_GENUINE,OEM:DM,,0,Retail,,142,3104,1,,0,0,0,0,1,1,1
amd64,rs4_release,17134,165,Core,CORE,UUPUpgrade,8,31,Notify,0,IS_GENUINE,OEM:DM,,0,Retail,,142,8037,1,,0,0,0,0,0,10,1
amd64,th1_st1,10240,17443,Core,CORE,IBSClean,8,31,UNKNOWN,0,INVALID_LICENSE,Volume:GVLK,0,0,NOT_SET,0,142,31629,0,0,0,0,0,0,0,1,1
amd64,rs4_release,17134,228,Core,CORE,UUPUpgrade,21,90,FullAuto,0,IS_GENUINE,Retail,,0,Retail,,142,70014,1,,0,0,0,0,0,3,0
amd64,rs3_release,16299,125,Professional,PROFESSIONAL,UUPUpgrade,7,30,UNKNOWN,0,IS_GENUINE,Retail,,0,Retail,,781,63009,0,,0,0,0,0,0,15,1
amd64,rs4_release,17134,254,Professional,PROFESSIONAL,IBSClean,7,30,FullAuto,0,INVALID_LICENSE,Retail,,0,Retail,,444,67772,0,,0,0,0,0,0,15,0
amd64,rs4_release,17134,165,Professional,PROFESSIONAL,IBSClean,8,31,FullAuto,0,IS_GENUINE,Retail,,0,Retail,,168,35043,0,,0,0,0,0,1,1,1
amd64,rs3_release_svc_escrow,16299,461,Core,CORE,Upgrade,24,109,Notify,0,IS_GENUINE,OEM:DM,,0,Retail,0,142,69813,1,0,0,0,0,0,0,15,0
x86,rs3_release,16299,431,Core,CORE,Update,8,31,Notify,0,IS_GENUINE,Retail,,0,Retail,0,355,19951,0,0,0,0,0,0,0,11,1
amd64,rs2_release,15063,786,CoreSingleLanguage,CORE_SINGLELANGUAGE,Update,9,34,FullAuto,0,IS_GENUINE,Retail,,0,Retail,0,168,34657,0,0,0,0,0,0,1,10,0
amd64,rs3_release,16299,15,CoreSingleLanguage,CORE_SINGLELANGUAGE,Other,8,31,UNKNOWN,0,OFFLINE,OEM:DM,,0,Retail,,554,33129,1,,0,0,0,0,0,1,0
amd64,rs3_release_svc_escrow,16299,492,CoreSingleLanguage,CORE_SINGLELANGUAGE,IBSClean,8,31,UNKNOWN,0,IS_GENUINE,OEM:DM,,0,Retail,,554,33080,0,,0,1,0,0,0,1,1
x86,rs1_release,14393,0,Professional,PROFESSIONAL,IBSClean,37,158,UNKNOWN,0,IS_GENUINE,Volume:GVLK,,0,Retail,,513,41477,0,,0,0,0,1,0,7,1
amd64,rs4_release,17134,48,CoreSingleLanguage,CORE_SINGLELANGUAGE,UUPUpgrade,29,125,UNKNOWN,0,IS_GENUINE,Retail,,0,Unknown,,628,21623,1,,0,0,0,0,0,3,1
amd64,rs1_release,14393,2068,CoreSingleLanguage,CORE_SINGLELANGUAGE,Update,8,31,FullAuto,0,IS_GENUINE,Retail,,0,Retail,,93,17610,1,,0,0,0,0,0,1,0
x86,rs2_release,15063,1266,Core,CORE,Other,8,31,AutoInstallAndRebootAtMaintenanceTime,0,IS_GENUINE,OEM:DM,,0,Retail,,142,1349,1,,0,0,0,1,1,15,1
amd64,rs2_release,15063,138,CoreSingleLanguage,CORE_SINGLELANGUAGE,Other,10,35,Notify,0,IS_GENUINE,OEM:DM,,0,Retail,,554,33032,1,,0,1,1,0,0,10,0
x86,rs4_release,17134,228,Professional,PROFESSIONAL,Update,29,125,FullAuto,0,IS_GENUINE,Retail,,0,Retail,,142,13872,0,,0,0,0,0,1,3,0
amd64,rs4_release,17134,228,Core,CORE,Reset,5,26,FullAuto,0,IS_GENUINE,OEM:NONSLP,,0,Retail,,142,7371,0,,0,0,0,0,1,6,1
amd64,rs2_release,15063,1206,CoreSingleLanguage,CORE_SINGLELANGUAGE,Update,8,31,FullAuto,0,IS_GENUINE,Retail,0,0,Retail,0,554,33133,1,0,0,0,0,0,0,8,1
amd64,rs3_release_svc_escrow,16299,492,Core,CORE,Upgrade,29,125,UNKNOWN,0,IS_GENUINE,Retail,0,0,Retail,0,556,56906,0,0,0,0,1,0,0,3,1
x86,rs4_release,17134,285,Professional,PROFESSIONAL,Update,8,31,FullAuto,0,INVALID_LICENSE,Retail,0,0,Retail,0,512,10645,0,0,0,0,0,0,1,1,1
amd64,rs2_release,15063,1266,Professional,PROFESSIONAL,Other,25,115,AutoInstallAndRebootAtMaintenanceTime,0,IS_GENUINE,OEM:DM,,0,Retail,,486,56003,1,,0,0,0,0,1,3,0
amd64,rs4_release,17134,228,Core,CORE,IBSClean,37,158,FullAuto,0,IS_GENUINE,Retail,,0,Retail,,142,69248,1,,0,0,0,0,1,7,0
amd64,rs4_release,17134,165,Core,CORE,UUPUpgrade,8,31,FullAuto,0,IS_GENUINE,OEM:DM,,0,Retail,,554,33086,1,,0,1,0,0,1,13,1
amd64,rs4_release,17134,228,Professional,PROFESSIONAL,UUPUpgrade,8,31,FullAuto,0,IS_GENUINE,OEM:DM,,0,Retail,0,486,46688,0,0,0,0,0,0,1,1,1
amd64,rs4_release,17134,191,Core,CORE,Reset,,31,UNKNOWN,0,IS_GENUINE,Retail,0,0,Unknown,0,355,4335,0,0,0,0,0,0,0,13,1
x86,rs4_release,17134,165,Core,CORE,UUPUpgrade,9,34,FullAuto,0,IS_GENUINE,Retail,0,0,Retail,0,142,13867,0,0,0,0,0,0,0,10,0
amd64,rs3_release,16299,371,Core,CORE,Upgrade,8,31,Notify,0,IS_GENUINE,OEM:DM,,0,Retail,,628,15895,1,,0,0,0,0,0,11,0
amd64,rs4_release,17134,285,Core,CORE,Refresh,18,72,FullAuto,0,IS_GENUINE,Retail,,0,Retail,,556,58355,1,,0,1,0,0,0,15,1
x86,rs4_release,17134,254,Professional,PROFESSIONAL,Upgrade,8,31,FullAuto,0,IS_GENUINE,Volume:GVLK,,0,Retail,0,,,0,0,0,0,0,0,1,11,0
x86,rs4_release,17134,165,Core,CORE,UUPUpgrade,8,31,FullAuto,0,IS_GENUINE,OEM:DM,,0,Retail,,142,12459,0,,0,0,0,1,0,11,0
amd64,rs3_release,16299,666,Core,CORE,Other,27,120,UNKNOWN,0,IS_GENUINE,OEM:DM,,0,Retail,,554,33026,1,,0,0,0,0,0,15,0
amd64,rs4_release,17134,228,Professional,PROFESSIONAL,IBSClean,9,34,FullAuto,0,IS_GENUINE,Retail,,0,Retail,,142,3544,0,,0,0,0,0,1,10,1
amd64,rs4_release,17134,228,Professional,PROFESSIONAL,IBSClean,2,11,FullAuto,0,IS_GENUINE,Retail,,0,Retail,,628,19189,0,,0,0,0,0,0,3,1
amd64,rs3_release_svc_escrow,16299,611,Core,CORE,Reset,18,72,UNKNOWN,0,OFFLINE,OEM:DM,,0,Retail,,556,63658,1,,0,0,0,0,0,15,0
amd64,th1,10240,16384,Enterprise,ENTERPRISE,IBSClean,8,31,UNKNOWN,0,IS_GENUINE,Volume:GVLK,0,0,NOT_SET,0,628,8791,0,0,0,0,0,0,0,1,1
amd64,rs4_release,17134,165,Core,CORE,UUPUpgrade,8,31,FullAuto,0,IS_GENUINE,OEM:DM,,0,Retail,,554,33032,1,,0,0,0,0,0,13,1
amd64,rs1_release,14393,693,CoreCountrySpecific,CORE_COUNTRYSPECIFIC,Update,37,158,FullAuto,0,IS_GENUINE,Retail,,0,Retail,0,628,19188,1,0,0,0,0,0,0,7,1
amd64,rs2_release,15063,1029,Core,CORE,Update,8,31,Notify,0,IS_GENUINE,OEM:DM,,0,Retail,,355,7360,1,,0,0,0,0,0,1,0
